Date,City,Lon,Lat,Station,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2020-06-01,嘉義縣,120.813242,23.508208,467530,12,767.5,3191.4,16.9,15.2,90,2.1,260,4.4,290,0.0,0.0,0.2,1.65,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,13,767.3,3186.3,14.5,13.9,96,1.9,290,4.0,240,8.0,0.6,0.0,0.87,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,14,766.3,3176.4,15.5,14.5,94,1.2,250,6.7,230,T,0.3,0.2,1.62,0.3,...,/
2020-06-01,嘉義縣,120.813242,23.508208,467530,15,766.0,3172.0,15.2,15.1,99,1.7,280,3.3,270,2.5,0.6,0.1,1.11,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,16,765.6,3168.7,15.4,14.5,94,0.6,V,4.1,330,0.0,0.0,0.2,1.31,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,17,765.6,3168.0,14.5,13.4,93,1.0,260,3.3,160,0.0,0.0,0.1,0.71,16.0,...,7.0
2020-06-01,嘉義縣,120.813242,23.508208,467530,18,765.8,3169.3,14.3,13.3,94,0.7,250,2.2,230,0.0,0.0,0.1,0.08,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,19,766.3,3174.4,13.5,12.7,95,0.5,210,2.5,230,0.0,0.0,0.0,0.0,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,20,766.6,3179.3,12.4,11.6,95,1.7,150,2.3,130,0.0,0.0,...,0.0,18.0,...,0.0
2020-06-01,嘉義縣,120.813242,23.508208,467530,21,766.7,3180.9,11.5,10.8,95,1.6,190,2.6,190,0.0,0.0,...,0.0,20.0,...,2.0
2020-06-01,嘉義縣,120.813242,23.508208,467530,22,767.5,3191.0,11.6,10.7,94,1.8,270,2.5,230,0.0,0.0,...,0.0,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,23,767.5,3188.1,11.0,10.1,94,1.0,260,2.4,200,0.0,0.0,...,0.0,...,...,...
2020-06-01,嘉義縣,120.813242,23.508208,467530,24,767.1,3185.4,11.5,10.7,95,2.0,190,2.7,180,0.0,0.0,...,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,1,766.7,3177.8,11.5,10.6,94,1.6,230,2.8,200,0.0,0.0,...,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,2,766.0,3170.7,10.9,10.3,96,2.1,180,2.8,180,0.0,0.0,...,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,3,765.7,3167.2,11.0,10.4,96,1.3,210,2.9,220,0.0,0.0,...,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,4,765.7,3167.2,10.8,10.6,99,1.8,210,2.5,220,0.0,0.0,...,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,5,765.8,3167.5,11.1,11.1,100,1.8,180,3.2,160,0.0,0.0,...,0.0,28.0,...,1.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,6,766.0,3169.8,11.4,11.3,99,1.4,210,2.7,120,0.0,0.0,0.1,0.05,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,7,766.3,3173.6,12.6,12.3,98,0.6,190,2.7,220,0.0,0.0,1.0,0.91,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,8,766.4,3177.5,15.8,14.9,94,1.2,260,3.5,160,0.0,0.0,1.0,1.75,28.0,...,1.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,9,766.9,3184.3,17.7,15.2,85,0.5,10,3.0,300,0.0,0.0,1.0,2.5,28.0,...,1.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,10,766.9,3185.2,18.3,14.6,79,0.7,10,3.5,280,0.0,0.0,1.0,2.76,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,11,766.6,3178.7,16.5,15.2,92,0.9,300,3.6,330,0.0,0.0,0.7,2.84,16.0,...,7.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,12,766.3,3176.0,16.4,15.6,95,0.9,330,3.0,340,0.0,0.0,0.0,1.04,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,13,766.3,3176.5,16.8,15.6,93,1.1,220,4.1,290,0.0,0.0,0.2,1.67,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,14,765.9,3171.5,16.9,15.8,93,1.3,290,4.0,290,0.0,0.0,0.2,1.57,1.5,...,9.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,15,765.2,3163.0,16.2,14.7,91,1.0,180,3.9,150,0.0,0.0,0.4,2.01,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,16,764.9,3158.9,15.8,14.3,91,1.1,230,3.2,130,0.0,0.0,0.4,1.3,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,17,764.7,3157.1,15.8,14.7,93,0.6,40,3.8,300,0.0,0.0,0.1,0.6,1.5,...,9.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,18,765.0,3159.6,14.9,14.0,94,0.5,40,6.5,160,0.0,0.0,0.0,0.2,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,19,765.7,3168.0,14.2,13.8,97,0.6,V,4.8,230,0.0,0.0,0.0,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,20,766.3,3178.2,13.8,13.5,98,0.5,360,4.1,220,0.0,0.0,...,0.0,1.5,...,8.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,21,766.4,3181.6,13.6,13.3,98,1.0,110,4.7,130,0.0,0.0,...,0.0,1.5,...,9.0
2020-06-02,嘉義縣,120.813242,23.508208,467530,22,766.5,3182.0,12.5,11.5,94,2.0,200,5.2,170,0.0,0.0,...,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,23,766.3,3179.3,13.9,10.8,82,1.4,250,4.6,150,0.0,0.0,...,0.0,...,...,...
2020-06-02,嘉義縣,120.813242,23.508208,467530,24,766.1,3176.3,13.4,10.8,84,1.0,260,3.3,270,0.0,0.0,...,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,1,765.5,3168.5,12.1,10.4,89,0.8,30,3.5,250,0.0,0.0,...,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,2,764.9,3162.0,12.1,9.1,82,0.7,40,4.7,130,0.0,0.0,...,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,3,764.7,3157.0,10.6,9.0,90,0.9,40,2.3,360,0.0,0.0,...,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,4,764.8,3157.7,10.7,8.6,87,0.8,40,2.9,10,0.0,0.0,...,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,5,764.9,3159.4,11.2,8.3,82,0.9,60,2.7,110,0.0,0.0,...,0.0,28.0,...,1.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,6,765.4,3164.3,11.6,8.1,79,0.8,100,2.9,150,0.0,0.0,0.1,0.05,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,7,766.0,3171.5,12.8,8.3,74,0.5,70,4.2,120,0.0,0.0,1.0,0.83,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,8,766.2,3177.4,16.0,10.3,69,0.9,280,3.5,250,0.0,0.0,1.0,1.75,28.0,...,1.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,9,766.4,3181.3,17.5,11.2,67,1.3,290,4.4,250,0.0,0.0,1.0,2.63,28.0,...,1.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,10,766.3,3180.6,18.9,10.5,58,1.4,320,4.9,250,0.0,0.0,1.0,3.27,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,11,766.3,3181.6,18.2,13.0,72,2.1,260,5.6,300,0.0,0.0,0.9,3.8,16.0,...,5.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,12,765.9,3176.3,18.1,15.0,82,2.3,250,6.1,270,0.0,0.0,1.0,3.83,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,13,765.6,3169.7,16.9,14.8,87,1.9,210,4.8,210,0.0,0.0,0.9,3.32,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,14,765.2,3164.2,16.0,13.9,87,1.6,240,6.5,290,0.0,0.0,0.7,3.15,1.8,...,10.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,15,764.7,3158.3,17.2,14.4,84,1.5,270,4.8,280,0.0,0.0,0.4,1.65,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,16,764.3,3152.1,15.7,14.0,90,0.5,310,4.5,270,0.0,0.0,0.1,0.93,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,17,764.0,3149.9,16.1,14.1,88,0.4,150,4.2,170,0.0,0.0,0.3,0.76,1.8,...,4.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,18,764.4,3152.7,14.4,13.0,91,1.1,270,4.1,240,0.0,0.0,0.1,0.44,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,19,765.0,3159.2,13.2,11.8,91,0.7,120,2.9,160,0.0,0.0,0.0,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,20,765.4,3166.2,12.0,9.1,82,1.9,210,3.2,230,0.0,0.0,...,0.0,28.0,...,0.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,21,765.9,3173.6,11.9,8.6,80,1.8,220,3.7,220,0.0,0.0,...,0.0,28.0,...,0.0
2020-06-03,嘉義縣,120.813242,23.508208,467530,22,766.2,3178.3,11.6,8.4,81,1.9,220,3.0,230,0.0,0.0,...,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,23,766.3,3177.3,10.7,8.6,87,1.2,200,2.6,220,0.0,0.0,...,0.0,...,...,...
2020-06-03,嘉義縣,120.813242,23.508208,467530,24,765.7,3170.3,10.5,8.3,86,1.6,180,2.6,220,0.0,0.0,...,0.0,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,1,765.0,3160.4,10.0,8.2,89,1.6,250,2.4,260,0.0,0.0,...,0.0,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,2,764.5,3154.3,10.4,7.8,84,2.0,270,3.1,270,0.0,0.0,...,0.0,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,3,764.0,3150.6,10.6,7.7,82,1.9,260,3.1,280,0.0,0.0,...,0.0,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,4,764.1,3149.9,10.7,7.5,81,1.8,180,2.9,150,0.0,0.0,...,0.0,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,5,764.3,3152.6,10.7,7.4,80,1.6,180,2.5,180,0.0,0.0,...,0.0,28.0,...,0.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,6,764.7,3155.4,11.2,8.1,81,1.2,250,2.9,200,0.0,0.0,0.1,0.05,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,7,765.2,3162.2,13.4,8.9,74,1.0,250,2.7,250,0.0,0.0,1.0,0.92,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,8,765.6,3167.3,15.1,11.0,76,1.1,260,2.8,300,0.0,0.0,0.9,1.77,28.0,...,1.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,9,765.8,3170.5,16.0,12.2,78,0.9,V,3.7,270,0.0,0.0,1.0,2.6,28.0,...,2.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,10,766.0,3172.0,15.8,13.2,85,1.2,310,3.8,340,0.0,0.0,0.9,2.95,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,11,766.0,3169.7,14.9,13.7,93,1.2,360,4.4,360,0.0,0.0,0.6,2.17,20.0,...,8.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,12,765.9,3169.6,15.9,15.1,95,1.3,290,5.5,360,0.0,0.0,0.6,2.49,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,13,765.8,3168.0,16.0,13.6,86,1.1,320,4.5,310,0.0,0.0,0.2,1.42,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,14,765.3,3163.6,16.4,14.4,88,1.2,300,4.7,280,0.0,0.0,0.2,1.6,1.5,...,9.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,15,765.0,3160.7,16.5,14.3,87,0.6,V,4.4,270,0.0,0.0,0.1,1.3,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,16,764.8,3157.6,15.7,14.1,90,0.7,V,4.4,220,0.0,0.0,0.5,1.44,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,17,764.7,3155.7,15.1,13.8,92,0.6,V,3.3,270,0.0,0.0,0.2,0.79,1.5,...,8.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,18,764.6,3154.2,14.3,13.1,92,0.4,V,3.0,270,0.0,0.0,0.2,0.37,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,19,764.9,3159.3,13.5,11.3,87,2.5,160,4.1,140,0.0,0.0,0.0,0.01,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,20,765.1,3162.9,12.9,9.4,79,1.6,230,3.8,150,0.0,0.0,...,0.0,25.0,...,0.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,21,765.9,3173.2,13.1,9.0,76,1.6,280,3.1,240,0.0,0.0,...,0.0,28.0,...,0.0
2020-06-04,嘉義縣,120.813242,23.508208,467530,22,766.0,3172.7,12.1,10.4,89,1.6,170,2.5,280,0.0,0.0,...,0.0,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,23,765.9,3169.6,11.5,7.1,74,1.6,240,2.8,250,0.0,0.0,...,0.0,...,...,...
2020-06-04,嘉義縣,120.813242,23.508208,467530,24,765.5,3168.3,12.8,6.6,66,1.9,220,2.9,250,0.0,0.0,...,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,1,764.9,3161.4,12.5,6.7,68,1.9,190,3.0,170,0.0,0.0,...,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,2,764.6,3157.8,11.9,6.7,70,1.9,190,2.9,180,0.0,0.0,...,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,3,764.6,3158.5,12.3,8.0,75,2.5,210,3.3,210,0.0,0.0,...,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,4,764.3,3152.9,11.3,7.3,76,1.9,180,3.4,240,0.0,0.0,...,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,5,764.6,3157.3,12.8,6.8,67,1.7,180,3.8,140,0.0,0.0,...,0.0,28.0,...,3.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,6,764.7,3158.9,14.0,6.9,62,1.5,140,4.4,160,0.0,0.0,0.0,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,7,765.0,3159.8,12.9,9.0,77,0.9,290,3.6,130,0.0,0.0,0.5,0.87,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,8,765.5,3168.9,16.3,10.9,70,1.6,290,4.5,260,0.0,0.0,1.0,1.8,28.0,...,3.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,9,765.5,3170.3,17.2,12.8,75,1.4,240,4.2,200,0.0,0.0,1.0,2.58,28.0,...,3.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,10,765.6,3170.8,17.7,14.1,79,1.9,270,4.7,220,0.0,0.0,1.0,2.97,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,11,765.7,3169.3,16.3,14.4,89,2.1,250,5.2,250,0.0,0.0,1.0,3.63,28.0,...,9.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,12,765.6,3170.9,17.1,14.6,85,1.5,300,5.6,240,0.0,0.0,0.7,3.14,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,13,765.5,3166.9,15.2,14.0,93,2.4,260,5.9,290,0.0,0.0,0.2,1.68,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,14,764.7,3156.9,14.8,13.6,93,1.8,320,4.5,230,0.0,0.0,0.1,1.44,1.5,...,10.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,15,764.3,3153.2,15.0,14.0,94,1.5,270,4.7,270,0.0,0.0,0.0,0.91,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,16,764.0,3148.9,15.2,14.3,94,1.1,20,5.8,280,0.0,0.0,0.0,0.75,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,17,764.1,3151.8,15.1,14.1,94,1.1,320,4.4,310,0.0,0.0,0.0,0.6,1.5,...,10.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,18,764.3,3154.4,14.2,13.5,96,1.8,260,6.5,220,0.0,0.0,0.0,0.4,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,19,764.5,3154.3,13.5,13.3,99,0.9,V,6.8,270,0.0,0.0,0.0,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,20,764.7,3160.2,13.0,12.3,96,3.4,130,6.0,150,0.0,0.0,...,0.0,25.0,...,4.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,21,765.4,3169.1,13.0,12.4,96,0.6,30,5.9,140,0.0,0.0,...,0.0,25.0,...,7.0
2020-06-05,嘉義縣,120.813242,23.508208,467530,22,765.9,3175.5,13.2,12.9,98,0.7,30,3.0,40,0.0,0.0,...,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,23,765.8,3171.9,12.7,12.4,98,0.6,130,3.1,120,0.0,0.0,...,0.0,...,...,...
2020-06-05,嘉義縣,120.813242,23.508208,467530,24,765.2,3166.0,12.4,11.9,97,0.8,120,3.1,120,0.0,0.0,...,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,1,764.7,3157.6,12.1,11.3,95,1.3,130,4.3,110,0.0,0.0,...,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,2,764.3,3153.0,12.3,11.1,92,0.8,40,3.0,100,0.0,0.0,...,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,3,763.5,3144.7,12.5,11.2,92,3.5,150,5.4,140,0.0,0.0,...,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,4,763.4,3144.0,12.6,10.8,89,1.4,330,4.9,150,0.0,0.0,...,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,5,763.6,3145.8,12.4,11.3,93,0.9,20,3.8,280,0.0,0.0,...,0.0,25.0,...,8.0
2020-06-06,嘉義縣,120.813242,23.508208,467530,6,764.0,3150.3,13.4,11.7,89,1.3,20,4.1,90,0.0,0.0,0.0,0.07,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,7,764.3,3153.5,14.0,12.2,89,1.1,20,4.1,270,0.0,0.0,0.6,0.57,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,8,764.6,3158.6,15.9,13.4,85,1.2,10,4.2,330,0.0,0.0,0.8,1.6,25.0,...,8.0
2020-06-06,嘉義縣,120.813242,23.508208,467530,9,765.1,3163.6,15.5,14.4,93,1.3,360,6.7,280,0.0,0.0,0.4,1.49,25.0,...,7.0
2020-06-06,嘉義縣,120.813242,23.508208,467530,10,764.9,3163.1,16.6,15.0,90,1.5,340,5.1,290,0.0,0.0,0.5,2.09,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,11,764.9,3163.5,17.4,14.8,85,1.7,V,6.4,290,0.0,0.0,0.5,2.43,25.0,...,9.0
2020-06-06,嘉義縣,120.813242,23.508208,467530,12,764.7,3158.3,15.4,14.1,92,2.0,280,6.7,280,0.0,0.0,0.1,1.1,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,13,764.1,3150.1,14.5,13.7,95,0.9,330,7.5,260,0.0,0.0,0.1,1.23,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,14,763.8,3145.7,13.4,13.4,100,2.9,290,8.3,300,0.5,0.4,0.0,0.43,0.2,...,/
2020-06-06,嘉義縣,120.813242,23.508208,467530,15,763.3,3140.2,13.2,13.2,100,1.8,10,8.9,250,4.5,1.0,0.0,0.25,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,16,763.4,3141.3,13.1,13.1,100,2.2,320,5.3,60,13.0,1.0,0.0,0.05,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,17,763.6,3142.5,12.5,12.5,100,1.4,V,6.9,270,9.5,1.0,0.0,0.07,0.8,...,/
2020-06-06,嘉義縣,120.813242,23.508208,467530,18,763.8,3146.0,12.5,12.5,100,0.8,90,5.4,230,1.5,1.0,0.0,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,19,763.8,3146.6,12.4,12.4,100,1.1,170,3.5,110,0.5,1.0,0.0,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,20,764.1,3152.3,12.4,12.4,100,0.9,90,4.8,130,0.5,0.3,...,0.0,25.0,...,8.0
2020-06-06,嘉義縣,120.813242,23.508208,467530,21,764.6,3156.0,11.4,11.4,100,2.8,230,7.4,240,0.0,0.0,...,0.0,25.0,...,9.0
2020-06-06,嘉義縣,120.813242,23.508208,467530,22,765.2,3163.9,11.3,11.3,100,1.2,310,6.1,280,0.0,0.0,...,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,23,765.2,3165.1,11.4,11.4,100,1.9,300,4.7,290,0.0,0.0,...,0.0,...,...,...
2020-06-06,嘉義縣,120.813242,23.508208,467530,24,764.5,3155.0,11.6,10.6,94,1.6,290,4.2,280,0.0,0.0,...,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,1,764.1,3148.7,11.0,10.2,95,1.6,140,3.0,310,0.0,0.0,...,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,2,763.8,3144.8,11.6,10.5,93,2.2,160,3.0,210,0.0,0.0,...,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,3,764.0,3147.9,12.5,10.2,86,2.1,250,4.9,250,0.0,0.0,...,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,4,763.9,3146.4,12.3,10.8,91,2.1,250,5.3,290,0.0,0.0,...,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,5,763.9,3145.4,12.1,11.0,93,2.2,240,4.5,280,0.0,0.0,...,0.0,25.0,...,10.0
2020-06-07,嘉義縣,120.813242,23.508208,467530,6,763.9,3145.8,12.4,11.2,92,0.9,210,4.7,240,0.0,0.0,0.0,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,7,764.0,3147.8,13.2,12.0,92,1.4,230,3.9,200,0.0,0.0,0.0,0.45,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,8,764.3,3153.0,14.7,12.7,88,1.1,270,4.5,220,0.0,0.0,0.4,1.2,28.0,...,1.0
2020-06-07,嘉義縣,120.813242,23.508208,467530,9,764.3,3152.7,15.5,13.2,86,0.8,V,3.4,200,0.0,0.0,0.7,1.66,28.0,...,8.0
2020-06-07,嘉義縣,120.813242,23.508208,467530,10,764.6,3155.4,15.1,12.8,86,1.0,V,6.0,350,0.0,0.0,0.1,1.44,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,11,764.2,3152.3,16.0,13.8,87,1.7,290,5.4,150,0.0,0.0,0.3,2.08,28.0,...,9.0
2020-06-07,嘉義縣,120.813242,23.508208,467530,12,764.1,3148.2,13.5,13.0,97,0.9,280,5.3,260,T,0.2,0.0,0.96,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,13,763.6,3140.7,12.5,12.2,98,2.4,240,6.3,230,5.5,1.0,0.0,0.67,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,14,762.9,3134.1,12.7,12.7,100,1.2,80,5.8,140,3.5,1.0,0.0,0.26,0.5,...,/
2020-06-07,嘉義縣,120.813242,23.508208,467530,15,763.3,3139.5,12.6,12.6,100,1.6,250,6.8,270,18.0,1.0,0.0,0.02,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,16,762.9,3134.6,12.4,12.4,100,2.7,330,8.5,240,21.0,1.0,0.0,0.05,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,17,762.7,3131.9,11.8,11.8,100,1.2,V,9.0,270,2.0,1.0,0.0,0.0,0.8,...,/
2020-06-07,嘉義縣,120.813242,23.508208,467530,18,762.8,3133.0,11.9,11.9,100,0.8,290,4.1,290,13.0,1.0,0.0,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,19,763.7,3144.0,12.0,12.0,100,2.0,250,6.2,270,8.5,1.0,0.0,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,20,764.0,3149.6,12.3,12.3,100,1.7,270,6.5,290,0.0,0.0,...,0.0,0.3,...,/
2020-06-07,嘉義縣,120.813242,23.508208,467530,21,764.4,3154.7,12.1,12.1,100,3.0,260,7.7,290,2.0,0.2,...,0.0,0.2,...,/
2020-06-07,嘉義縣,120.813242,23.508208,467530,22,765.0,3160.8,12.1,12.1,100,1.5,270,6.0,230,T,0.9,...,0.0,...,...,...
2020-06-07,嘉義縣,120.813242,23.508208,467530,23,764.6,3156.8,11.5,11.5,100,1.7,280,4.7,270,0.0,0.0,...,0.0,...,...,...
